CCN,Address,State,ZIP,Hospital Type,Ownership,ED Services,Abdominopelvic Accidental Puncture Or Laceration Rate,Death Rate Among Surgical Inpatients With Serious Treatable Complications,Death Rate For Cabg Surgery Patients,Death Rate For Copd Patients,Death Rate For Heart Failure Patients,Death Rate For Pneumonia Patients,Hybrid Hospital Wide All Cause Risk Standardized Mortality Rate,Iatrogenic Pneumothorax Rate,In Hospital Fall Associated Fracture Rate,Mort 30 Ami,Mort 30 Stk,Perioperative Pulmonary Embolism Or Deep Vein Thrombosis Rate,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Postoperative Hemorrhage Or Hematoma Rate,Postoperative Respiratory Failure Rate,Postoperative Sepsis Rate,Postoperative Wound Dehiscence Rate,Pressure Ulcer Rate,Medicare Hospital Spending Per Patient Medicare Spending Per Beneficiary
171341,300 UTAH STREET,KS,66434,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,7.8,16.1,23.9,4.2,,,,,,,,,,,,
171339,100 W 16TH STREET,KS,67045,Critical Access Hospitals,Government - Local,Yes,,,,,,24.3,4.8,,,,,,,,,,,,
171338,603 S 14TH STREET,KS,66534,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,15.7,4.3,,,,,,,,,,,,
171337,711 GENN DRIVE,KS,66547,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,14.0,4.3,,,,,,,,,,,,
171336,312 CUSTER STREET,KS,67560,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,23.3,4.3,,,,,,,,,,,,
171335,1006 SOUTH JACKSON STREET,KS,67951,Critical Access Hospitals,Government - Local,Yes,,,,,11.4,14.3,4.1,,,,,,,,,,,,
171333,250 W 9TH STREET,KS,67544,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,16.7,19.5,5.7,,,,,,,,,,,,
171332,721 WEST KANSAS AVE,KS,67054,Critical Access Hospitals,Government - Local,No,,,,,,,4.4,,,,,,,,,,,,
171331,1002 SOUTH 4TH STREET,KS,67070,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,15.5,4.3,,,,,,,,,,,,
171330,619 SOUTH CLARK AVENUE,KS,67554,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,15.3,5.2,,,,,,,,,,,,
171329,761 W 175TH ST S,KS,67022,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,18.0,4.4,,,,,,,,,,,,
171360,624 N SECOND,KS,67455,Critical Access Hospitals,Government - Local,No,,,,,,,,,,,,,,,,,,,
171328,215 E 8TH STREET,KS,67467,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,,4.7,,,,,,,,,,,,
171344,2600 OTTAWA ROAD,KS,66757,Critical Access Hospitals,Government - Local,Yes,,,,,,22.3,4.6,,,,,,,,,,,,
171361,2420 G STREET,KS,66935,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,9.5,,15.1,5.2,,,,,,,,,,,,
171384,1201 WEST 12TH AVENUE,KS,66801,Critical Access Hospitals,Government - Local,Yes,,,,11.1,18.0,18.0,4.2,,,12.7,14.4,,,,,,,,
171363,708 N 18TH STREET,KS,66508,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,8.9,13.6,15.9,5.2,,,,,,,,,,,,
171327,1604 AYLWARD AVENUE,KS,67439,Critical Access Hospitals,Proprietary,Yes,,,,8.3,10.5,21.8,5.5,,,,,,,,,,,,
174027,6700 E 45TH ST N,KS,67226,Psychiatric,Voluntary non-profit - Church,No,,,,,,,,,,,,,,,,,,,
174026,7447 WEST VILLAGE CIRCLE,KS,67205,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
174022,500 STATE HOSPITAL DRIVE,KS,66064,Psychiatric,Government - State,No,,,,,,,,,,,,,,,,,,,
174020,13351 S ARAPAHO DRIVE,KS,66062,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
174016,1901 E FIRST STREET PO BOX 467,KS,67114,Psychiatric,Voluntary non-profit - Private,No,,,,,,,,,,,,,,,,,,,
174006,1301 KS HIGHWAY 264,KS,67550,Psychiatric,Government - State,No,,,,,,,,,,,,,,,,,,,
173300,5808 W 110TH STREET,KS,66211,Childrens,Voluntary non-profit - Private,No,,,,,,,,,,,,,,,,,,,
171388,415 N MAIN STREET,KS,67880,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,,,,15.2,3.9,,,,,,,,,,,,
171386,445 HILLTOP STREET,KS,67950,Critical Access Hospitals,Government - Local,Yes,,,,,,,,,,,,,,,,,,,
171385,801 N FOURTH STREET,KS,66839,Critical Access Hospitals,Government - Local,Yes,,,,,12.6,15.2,4.6,,,,,,,,,,,,
171383,1300 EAST FIFTH AVENUE,KS,67156,Critical Access Hospitals,Government - Local,Yes,,,,10.4,12.7,21.7,4.6,,,,,,,,,,,,
171382,800 RAVEN HILL DRIVE,KS,66002,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,14.2,4.5,,,,,,,,,,,,
171381,511 NE 10TH ST,KS,67410,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,13.0,23.2,5.0,,,,,,,,,,,,
171362,100 E COLLEGE DRIVE,KS,67701,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,10.0,11.2,19.0,4.8,,,,,,,,,,,,
171380,629 SOUTH PLUMMER AVE,KS,66720,Critical Access Hospitals,Government - Local,Yes,,,,9.3,15.5,24.1,4.8,,,,,,,,,,,,
171378,750 W AVE D,KS,67068,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,17.1,4.3,,,,,,,,,,,,
171377,921 E. HIGHWAY 36,KS,66967,Critical Access Hospitals,Government - Local,Yes,,,,,,23.1,5.2,,,,,,,,,,,,
171376,302 NORTH HOSPITAL DRIVE,KS,66743,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,9.7,,19.5,5.6,,,,,,,,,,,,
171375,"400 W 8TH STREET, P O BOX 399",KS,67420,Critical Access Hospitals,Government - Local,Yes,,,,7.7,12.3,26.5,5.5,,,,,,,,,,,,
171374,1527 MADISON,KS,66736,Critical Access Hospitals,Government - Local,Yes,,,,,,15.1,4.6,,,,,,,,,,,,
171373,3066 NORTH KENTUCKY STREET,KS,66749,Critical Access Hospitals,Government - Local,Yes,,,,,10.8,18.3,4.2,,,,,,,,,,,,
171372,201 ALBERT AVENUE,KS,67871,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,9.9,10.6,15.5,4.8,,,,,,,,,,,,
171371,617 LIBERTY,KS,67432,Critical Access Hospitals,Government - Local,Yes,,,,8.3,11.2,19.0,5.7,,,,,,,,,,,,
171370,220 WEST SECOND STREET,KS,67735,Critical Access Hospitals,Government - Local,Yes,,,,9.0,11.0,16.6,4.5,,,,,,,,,,,,
171369,809 BRAMLEY,KS,67854,Critical Access Hospitals,Government - Local,Yes,,,,,,,4.2,,,,,,,,,,,,
171368,212 MAIN,KS,67865,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,15.9,4.9,,,,,,,,,,,,
171367,520 WEST 5TH STREET,KS,67752,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,16.5,4.1,,,,,,,,,,,,
171365,205 S HANOVER STREET,KS,66945,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
171364,237 W HARRISON STREET SUITE 100,KS,67473,Critical Access Hospitals,Government - Local,Yes,,,,,,14.9,4.3,,,,,,,,,,,,
171379,600 N WASHINGTON ST,KS,66846,Critical Access Hospitals,Government - Local,No,,,,9.0,,15.9,4.7,,,,,,,,,,,,
171326,211 CHERRY AVENUE,KS,67748,Critical Access Hospitals,Government - Local,Yes,,,,,,17.8,4.2,,,,,,,,,,,,
170017,720 W CENTRAL ST,KS,67042,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,,,16.4,4.0,0.25,0.29,,,3.73,1.68,2.39,9.64,5.41,1.85,0.57,0.92
171324,401 CHEYENNE,KS,67870,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
170183,2770 NORTH WEBB ROAD,KS,67226,Acute Care Hospitals,Voluntary non-profit - Private,No,,,,,,,4.5,0.25,0.31,,,3.16,1.64,2.31,7.69,5.09,,0.63,0.97
170182,5721 WEST 119TH STREET,KS,66209,Acute Care Hospitals,Proprietary,Yes,0.52,198.1,,7.4,8.8,14.1,3.7,0.29,0.29,11.3,13.2,2.27,1.34,1.52,12.29,4.06,1.56,0.15,1.0
170176,10500 QUIVIRA ROAD,KS,66215,Acute Care Hospitals,Proprietary,Yes,0.68,212.69,1.9,10.4,8.5,16.0,3.9,0.18,0.31,12.5,11.3,3.77,1.82,1.98,12.33,3.91,1.68,1.0,1.03
170175,3001 AVENUE A,KS,67801,Acute Care Hospitals,Proprietary,Yes,0.84,,,9.2,14.8,17.4,4.5,0.24,0.29,12.3,,4.56,1.65,2.34,9.26,5.24,1.83,0.49,0.98
170146,8929 PARALLEL PARKWAY,KS,66112,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.81,156.13,,7.7,9.8,18.4,4.1,0.22,0.26,13.1,13.3,2.98,1.61,2.13,6.26,5.32,1.8,0.23,0.95
170142,1823 COLLEGE AVE,KS,66502,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.78,191.26,,11.5,12.2,17.6,4.3,0.28,0.3,13.6,13.9,3.79,1.55,2.91,13.31,4.38,1.77,0.32,0.94
170137,325 MAINE STREET,KS,66044,Acute Care Hospitals,Government - Local,Yes,0.76,163.65,,11.0,14.4,16.1,4.0,0.21,0.26,10.5,15.1,3.78,1.54,2.72,10.38,5.94,2.17,0.25,0.91
170123,550 N HILLSIDE STREET,KS,67214,Acute Care Hospitals,Proprietary,Yes,0.56,143.3,3.4,10.4,9.7,15.1,3.9,0.19,0.25,11.0,9.3,1.83,1.71,1.26,8.5,3.85,1.74,0.8,1.01
170122,929 NORTH ST FRANCIS STREET,KS,67214,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.65,178.78,1.9,9.8,13.9,18.0,4.1,0.3,0.36,10.5,12.4,2.49,1.41,1.62,10.03,7.37,1.45,0.33,1.0
170120,1902 SOUTH US HWY 59,KS,67357,Acute Care Hospitals,Government - Local,Yes,1.07,,,12.3,14.5,17.2,4.3,0.24,0.28,,,3.36,1.66,2.31,10.68,6.78,1.81,0.48,0.92
170109,2100 BAPTISTE DR,KS,66071,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,,,15.8,4.0,0.25,0.29,,,4.37,,2.42,,,,0.6,1.04
170105,1000 HOSPITAL DRIVE,KS,67460,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.86,,,10.3,14.4,16.0,4.3,0.25,0.29,,,3.74,,2.39,,,1.85,0.5,0.93
170104,9100 W 74TH STREET,KS,66204,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.79,156.56,2.5,7.2,10.5,16.7,3.8,0.27,0.33,12.5,14.0,3.5,2.39,2.64,10.73,6.44,1.62,0.47,1.02
170103,600 MEDICAL CENTER DRIVE,KS,67114,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.82,,,9.1,11.7,15.0,4.5,0.23,0.27,,11.9,3.62,1.61,2.26,7.34,5.74,1.81,1.86,1.05
17008F,5500 E. KELLOG,KS,67218,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.82,,,7.6,8.5,9.9,,0.23,0.45,11.8,,3.34,2.02,2.18,13.96,7.2,1.78,0.92,
170086,1500 SW 10TH AVENUE,KS,66604,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.16,148.82,2.8,8.6,11.8,18.0,3.7,0.23,0.24,11.7,13.9,5.1,1.51,1.74,10.21,6.92,1.85,0.43,1.02
170074,1102 ST MARY'S ROAD,KS,66441,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,12.1,20.5,4.8,0.25,0.29,,,3.83,,2.42,,,,0.58,0.9
171325,304 WEST PROUT STREET,KS,67642,Critical Access Hospitals,Government - Local,Yes,,,,,,16.7,4.2,,,,,,,,,,,,
170012,400 SOUTH SANTA FE AVENUE,KS,67401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.02,196.3,3.8,10.2,17.2,18.7,4.2,0.25,0.28,12.6,14.9,3.38,2.48,2.12,14.43,3.9,1.63,0.63,1.06
170009,3500 SOUTH 4TH STREET,KS,66048,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,,,,11.0,15.8,3.5,0.25,0.28,,,,,,,,,0.54,1.02
170013,2220 CANTERBURY DRIVE,KS,67601,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.7,155.24,6.2,10.5,9.6,16.8,4.9,0.19,0.29,11.7,12.3,3.92,1.9,2.52,11.93,5.65,1.7,1.05,1.05
170014,1301 S MAIN STREET,KS,66067,Acute Care Hospitals,Government - Local,No,0.88,,,7.9,12.5,16.0,4.7,0.24,0.28,,,4.24,1.68,2.42,9.89,,,0.5,0.91
170016,1700 SW 7TH STREET,KS,66606,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.68,202.78,2.6,11.6,12.1,18.6,4.8,0.2,0.24,12.8,12.3,3.01,2.06,2.89,9.74,7.39,2.55,0.84,1.0
170185,12300 METCALF AVENUE,KS,66213,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.76,,,7.6,12.3,16.7,3.7,0.21,0.25,11.2,11.6,3.34,1.63,2.15,9.75,5.54,2.21,0.52,1.03
170006,1 MT CARMEL WAY,KS,66762,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.84,,,9.0,12.8,22.8,4.2,0.29,0.28,12.3,13.2,3.95,1.66,2.32,9.12,6.28,1.82,0.42,1.07
170023,401 EAST SPRUCE,KS,67846,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.75,,,8.5,15.0,19.1,4.5,0.28,0.27,11.0,13.1,3.61,1.64,2.22,10.84,5.03,1.76,0.33,1.0
170027,200 COMMODORE ST,KS,67124,Acute Care Hospitals,Proprietary,Yes,0.86,,,9.1,12.3,16.3,4.2,0.24,0.27,,,3.03,1.65,2.3,8.31,5.2,1.84,0.48,0.97
170040,4000 CAMBRIDGE STREET,KS,66160,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.68,153.61,1.7,5.3,7.7,12.1,3.6,0.17,0.28,11.5,15.6,3.13,1.99,3.35,7.86,5.4,1.37,0.96,1.0
170049,20333 WEST 151ST STREET,KS,66061,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.1,173.23,2.9,10.0,10.6,19.5,4.0,0.4,0.24,12.1,11.3,4.0,1.7,4.34,6.73,5.57,1.75,0.19,1.01
17005F,2200 SW GAGE BOULEVARD,KS,66622,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.88,,,7.4,9.6,13.7,,0.24,0.35,,,3.84,,2.39,,,,0.43,
170068,315 WEST 15TH STREET,KS,67901,Acute Care Hospitals,Government - Local,Yes,0.84,,,7.5,13.2,19.3,4.6,0.24,0.32,,,4.32,1.59,2.29,34.82,5.78,1.81,0.87,0.95
170020,1701 E 23RD AVENUE,KS,67502,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.78,161.38,4.6,8.0,16.0,18.6,5.3,0.21,0.26,15.8,11.2,3.25,1.46,2.25,14.85,9.53,1.75,2.59,1.02
170186,3601 NORTH WEBB ROAD,KS,67226,Acute Care Hospitals,Proprietary,No,0.85,169.03,1.9,,12.0,,5.4,0.21,0.31,13.0,,4.18,1.87,2.15,9.32,6.25,,0.38,1.02
17002F,650 Huebner Rd,KS,66442,Acute Care - Department of Defense,Department of Defense,Yes,,,,,,,,,,,,,,,,,,,
170188,3651 COLLEGE BLVD,KS,66211,Acute Care Hospitals,Physician,No,0.88,,,,,,3.7,0.25,0.3,,,2.88,1.63,2.33,7.42,4.9,1.87,0.64,0.82
171309,100 CRESTVUE AVE,KS,66956,Critical Access Hospitals,Government - Local,Yes,,,,,,,,,,,,,,,,,,,
171310,210 WEST 1ST STREET,KS,67756,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,18.0,4.0,,,,,,,,,,,,
171311,1210 NORTH WASHINGTON,KS,67663,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,17.2,4.6,,,,,,,,,,,,
171312,202 S FRISCO STREET,KS,67029,Critical Access Hospitals,Government - Local,Yes,,,,,,,4.9,,,,,,,,,,,,
171313,500 THORPE STREET,KS,67860,Critical Access Hospitals,Government - Local,Yes,,,,,,16.8,4.3,,,,,,,,,,,,
171314,408 DELAWARE STREET,KS,66097,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
171308,220 N PENNSYLVANIA AVENUE,KS,66725,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,,,,,,,,,,,,,,,,,
171315,1600 COMMUNITY DR,KS,66538,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,24.6,4.7,,,,,,,,,,,,
171318,300 W NORTH STREET,KS,67361,Critical Access Hospitals,Government - Local,Yes,,,,,,13.5,4.0,,,,,,,,,,,,
171319,1110 COLUMBINE DRIVE,KS,66436,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,15.6,5.1,,,,,,,,,,,,
171321,510 EAST CARTHAGE,KS,67864,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,4.4,,,,,,,,,,,,
171322,700 NORTH HUSER STREET,KS,67878,Critical Access Hospitals,Government - Local,Yes,,,,,,,4.2,,,,,,,,,,,,
171323,502 S BUCKEYE,KS,67578,Critical Access Hospitals,Government - Local,Yes,,,,,,,,,,,,,,,,,,,
170187,401 SOUTH SANTA FE AVENUE,KS,67401,Acute Care Hospitals,Physician,No,0.86,,,,,,3.8,0.25,0.27,,,3.25,1.63,2.29,7.83,4.93,1.83,0.61,0.9
171316,421 S MAPLE,KS,66032,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.3,,,,,,,,,,,,
171307,707 GRANT ST,KS,67730,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,,5.3,,,,,,,,,,,,
171317,620 WEST EIGHTH STREET,KS,67547,Critical Access Hospitals,Government - Local,No,,,,,,,,,,,,,,,,,,,
171304,625 SOUTH KENTUCKY STREET,KS,67831,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,,,,,,,,,,,,,,
170190,1829 COLLEGE AVENUE,KS,66502,Acute Care Hospitals,Physician,No,,,,,,,4.0,0.25,0.28,,,3.65,1.68,2.37,9.49,5.41,,0.65,1.05
171306,211 E EARL STREET,KS,67861,Critical Access Hospitals,Government - Local,Yes,,,,,,,,,,,,,,,,,,,
170191,514 CLEVELAND STREET,KS,67530,Acute Care Hospitals,Government - Hospital District or Authority,Yes,0.87,,,,9.9,13.9,4.1,0.25,0.28,,13.9,3.53,1.68,2.36,9.12,5.46,,0.51,0.94
170194,4901 COLLEGE BLVD,KS,66211,Acute Care Hospitals,Proprietary,No,,,,,,,4.2,0.25,0.29,,,3.69,1.68,2.72,14.77,5.34,,0.63,1.12
170196,3333 NORTH WEBB ROAD,KS,67226,Acute Care Hospitals,Physician,No,0.82,,,,,,4.0,0.29,0.26,,,2.31,1.57,2.96,6.78,4.37,1.83,0.49,0.95
170198,1818 EAST 23RD AVENUE,KS,67502,Acute Care Hospitals,Physician,No,,,,,,,4.0,0.25,0.32,,,3.55,1.67,2.83,9.23,5.35,,0.65,0.81
170199,11217 LAKEVIEW AVENUE,KS,66219,Acute Care Hospitals,Proprietary,No,0.88,,,,,,,0.25,0.29,,,3.84,1.68,2.4,9.76,5.42,,,
170197,1124 WEST 21ST STREET,KS,67002,Acute Care Hospitals,Proprietary,Yes,0.76,,2.7,8.9,14.5,17.2,4.4,0.26,0.27,15.1,15.2,3.96,1.29,1.76,6.61,4.04,1.76,0.35,1.03
170203,1619 K 66,KS,66739,Acute Care Hospitals,Voluntary non-profit - Private,No,0.87,,,,,,4.1,0.24,0.28,,,3.33,1.66,2.29,7.51,5.0,1.86,0.62,0.96
171303,235 WEST VINE  PO BOX 969,KS,67839,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
171301,605 N MAIN STREET,KS,67526,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,4.2,,,,,,,,,,,,
170200,14800 WEST ST TERESA,KS,67235,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.81,170.57,,,9.7,12.6,4.3,0.24,0.27,12.2,10.7,3.27,1.66,2.67,8.64,5.91,2.21,0.84,0.94
170208,7820 W 165TH STREET,KS,66223,Acute Care Hospitals,Voluntary non-profit - Private,No,0.85,,,,13.6,13.3,4.1,0.25,0.29,,,3.69,1.65,2.38,11.64,5.2,1.86,0.58,0.97
171300,210 SOUTH VERMONT AVENUE,KS,67572,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,,,,,,,,,,,,,
170204,3251 NORTH ROCK ROAD,KS,67037,Acute Care Hospitals,Proprietary,Yes,0.87,,,9.7,10.9,15.8,3.9,0.25,0.28,,,4.26,1.66,2.38,11.68,5.35,,0.54,0.87
181315,110 METKER TRAIL,KY,40484,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,16.3,4.6,,,,,,,,,,,,
181314,1501 SOUTH DIXIE STREET,KY,42749,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
181307,476 LIBERTY ROAD,KY,41472,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
181311,238 BARNES ROAD,KY,41097,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,,,,,,,,,,,,,,,,,
181310,309 ELEVENTH STREET,KY,41008,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
181309,187 WOLFORD AVENUE,KY,42539,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,8.9,11.1,18.7,5.5,,,,,,,,,,,,
181308,360 AMSDEN AVENUE,KY,40383,Critical Access Hospitals,Proprietary,Yes,,,,,,,,,,,,,,,,,,,
181316,130 KATE IRELAND DRIVE,KY,41749,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
181317,299 GLASGOW ROAD,KY,42717,Critical Access Hospitals,Government - Local,Yes,,,,,,20.9,4.3,,,,,,,,,,,,
181306,4604 US HIGHWAY 60 WEST,KY,42437,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,,,,,16.0,,,,,,,,,,,,,
180143,150 NORTH EAGLE CREEK DRIVE,KY,40509,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.84,,,,9.2,13.9,3.6,0.29,0.28,,12.6,3.4,1.63,2.31,7.28,5.88,1.81,1.17,0.96
181304,254 MAIN STREET,KY,42211,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.7,,,,,,,,,,,,
181302,464 LINDEN AVENUE,KY,40330,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,,4.5,,,,,,,,,,,,
181301,60 MERCY COURT,KY,40336,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,9.6,11.8,15.9,4.7,,,,,,,,,,,,
180154,850 RIVERVIEW AVENUE,KY,40977,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,14.0,20.1,5.2,0.25,0.33,,,,,,,,,0.59,1.14
180149,901 WESTLAKE DRIVE,KY,42728,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,,,,19.3,5.0,0.25,0.29,,,,,,,,,0.64,0.99
180141,530 SOUTH JACKSON STREET,KY,40202,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.4,238.06,,8.5,11.0,18.4,4.5,0.31,0.31,13.2,15.1,4.01,1.46,2.52,12.62,3.27,1.88,0.61,1.12
180132,305 LANGDON STREET,KY,42503,Acute Care Hospitals,Proprietary,Yes,0.8,211.39,,11.6,11.6,18.4,5.7,0.2,0.33,12.9,12.7,3.86,1.5,2.35,14.3,4.96,1.78,0.43,1.07
180130,4000 KRESGE WAY,KY,40207,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.75,218.65,2.0,8.7,12.3,16.8,3.9,0.24,0.38,11.3,14.8,5.15,1.45,1.4,9.7,6.3,1.75,0.25,1.0
181318,1100 BROOKHAVEN ROAD,KY,42135,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,18.6,4.0,,,,,,,,,,,,
180128,2485 HIGHWAY 644,KY,41230,Acute Care Hospitals,Proprietary,Yes,0.87,,,10.0,14.1,16.1,4.5,0.24,0.33,,,3.78,,2.41,,,,0.51,0.96
181305,11203 MAIN STREET,KY,41649,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
181319,1011 OLD HIGHWAY 60,KY,40143,Critical Access Hospitals,Government - Local,Yes,,,,9.5,,23.1,5.9,,,,,,,,,,,,
184004,1350 BULL LEA ROAD,KY,40511,Psychiatric,Voluntary non-profit - Private,No,,,,,,,,,,,,,,,,,,,
181321,166 HOSPITAL STREET,KY,42633,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,17.0,,,,,,,,,,,,,
180127,299 KINGS DAUGHTERS DRIVE,KY,40601,Acute Care Hospitals,Proprietary,Yes,0.84,,,11.0,11.5,17.6,4.6,0.23,0.27,11.6,12.9,3.4,1.68,2.71,9.66,5.45,1.8,0.32,0.91
184017,1035 PORTER PIKE,KY,42103,Psychiatric,Government - Federal,No,,,,,,,,,,,,,,,,,,,
184015,10510 LAGRANGE ROAD,KY,40223,Psychiatric,Government - State,No,,,,,,,,,,,,,,,,,,,
184014,270 WALTON WAY,KY,42240,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
184012,3909 S WILSON ROAD,KY,40160,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
184009,3050 RIO DOSA DRIVE,KY,40509,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
184008,8521 LAGRANGE ROAD,KY,40242,Psychiatric,Government - Federal,Yes,,,,,,,,,,,,,,,,,,,
184007,1405 BROWNS LANE,KY,40207,Psychiatric,Voluntary non-profit - Private,No,,,,,,,,,,,,,,,,,,,
184006,820 DOLWICK DRIVE,KY,41018,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
184002,2400 RUSSELLVILLE ROAD,KY,42240,Psychiatric,Government - Local,No,,,,,,,,,,,,,,,,,,,
181320,131 HOSPITAL DRIVE,KY,42078,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,9.3,14.0,18.0,5.0,,,,,,,,,,,,
181334,540 JETT DRIVE,KY,41339,Critical Access Hospitals,Proprietary,Yes,,,,,,,,,,,,,,,,,,,
181332,55 FOUNDATION DRIVE,KY,41041,Critical Access Hospitals,Proprietary,Yes,,,,,,21.1,4.0,,,,,,,,,,,,
181331,9879 KENTUCKY ROUTE 122,KY,41647,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
181330,153 DOWELL ROAD,KY,42642,Critical Access Hospitals,Government - Local,Yes,,,,,,17.4,4.6,,,,,,,,,,,,
181329,305 ESTILL STREET,KY,40403,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,9.8,14.9,4.0,,,,,,,,,,,,
181328,80 HOSPITAL DRIVE,KY,40906,Critical Access Hospitals,Government - Local,Yes,,,,,,,5.8,,,,,,,,,,,,
181327,615 OLD SYMSONIA ROAD,KY,42025,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,10.5,,17.5,4.8,,,,,,,,,,,,
